frames,return
0,31.860033891593048
10000,33.3848138986461
20000,72.55142455355963
30000,84.57531414254917
40000,131.9361724874034
50000,151.00534243461004
60000,141.18902429184092
70000,794.9923853109681
80000,893.3423073467851
90000,895.6979167316674
100000,895.5836859943054
110000,899.873094782363
120000,900.3792926553466
130000,900.9390471270785
140000,903.4315853629289
150000,905.9694564478484
160000,907.3396900046291
170000,904.2244262757492
180000,1005.2447506093754
190000,1007.7402339845709
200000,1012.6487106344216
210000,1017.4836761027464
220000,1018.5436256903962
230000,1020.2780446765703
240000,1015.6873318879017
250000,1020.9120840761766
260000,1018.7664938357518
270000,1018.7379394900073
280000,1021.7413249061408
290000,1020.3249089315916
300000,1021.4012776445622
310000,1017.8486904145517
320000,1022.7004128000798
330000,1017.6699323954504
340000,1023.2485253666534
350000,1023.0429695884844
360000,1017.2694324724703
370000,1026.4089758405926
380000,1024.4926346581176
390000,1027.1342210694283
400000,1019.9431415434244
410000,1021.0668831723899
420000,1019.6363062039198
430000,1024.7074235103046
440000,1018.7681203688819
450000,1025.9007853602889
460000,1026.5838862773737
470000,1023.6676881390171
480000,1019.7953901061056
490000,1021.5645552608677
500000,1025.8923739969405
510000,1021.5955805934532
520000,1023.9776576514367
530000,1020.4551724169957
540000,1024.2125368749194
550000,1025.8061190910705
560000,1021.1424902042185
570000,1020.4621562061725
580000,942.4529313321111
590000,1019.2077201683335
600000,1025.0199710878455
610000,1023.8538525703683
620000,1021.2613890163262
630000,1022.0087219145274
640000,1020.8473866162053
650000,1022.05135167111
660000,1021.3872721494337
670000,1021.2177945747418
680000,1020.1397276326556
690000,1020.1229578787486
700000,1025.503937078518
710000,1017.0346900966998
720000,1013.2958065777714
730000,1018.1513515428894
740000,1022.9268068077445
750000,1020.8062507062083
760000,1019.6521186240155
770000,1018.8840787313616
780000,1017.8984880964008
790000,1018.84502690577
800000,1019.4562387495421
810000,1023.8232024548442
820000,1022.6457386904248
830000,1016.6477731695019
840000,1020.3716331839065
850000,1021.4450477372584
860000,1020.1581101600522
870000,1018.538612298232
880000,1021.9570098262784
890000,1022.1978801877788
900000,1017.5760570005751
910000,1022.2066141728278
920000,1024.344658345483
930000,1019.2025929319612
940000,1020.0234167927388
950000,1018.6836233885862
960000,1018.7423586099042
970000,1018.9095758427994
980000,1021.037311996779
990000,1020.424355154622
1000000,1015.144249470329
