frames,return
0,19.970467257998827
10000,27.893560706944836
20000,28.67089476415858
30000,96.56089173320211
40000,98.6923044478899
50000,781.8373337033682
60000,605.5130265972072
70000,113.56086041606902
80000,39.268475516932064
90000,102.71647495442015
100000,691.6382081079427
110000,168.1378201170474
120000,754.2234720438167
130000,695.4150591714157
140000,801.1608870027059
150000,791.7979204383468
160000,896.1835462472475
170000,894.727976220053
180000,892.0093432616951
190000,120.36765639845687
200000,995.0094909345116
210000,995.3060526809159
220000,996.7318272643787
230000,105.25326667501949
240000,1005.008425872577
250000,1003.0705898147622
260000,996.6760782232514
270000,1003.3993197136774
280000,992.9398035274478
290000,997.623420716196
300000,996.4137707128943
310000,1004.6001875481226
320000,997.1770307401949
330000,1001.1085305341194
340000,1002.0029031057263
350000,996.7362648342986
360000,1002.2922590223384
370000,1003.2741639678399
380000,1002.3615006417816
390000,1003.2128543643513
400000,999.4550610426797
410000,1009.8692059083639
420000,1001.2730977627305
430000,1037.026041495488
440000,1057.231699621024
450000,1093.9785864781722
460000,1096.5916097231616
470000,1107.8259120793812
480000,1110.9738156047213
490000,1107.6416861706234
500000,1119.3396281885214
510000,1003.6204456631302
520000,1158.2438028236033
530000,1177.1601152628793
540000,1180.155009762683
550000,1180.7183468551482
560000,1201.6293579415094
570000,1217.5550788878716
580000,1222.0544118902699
590000,1238.2463770467386
600000,59.32194342311267
610000,1252.1056622157541
620000,1251.3547681769119
630000,1070.0236638615597
640000,1154.6796554335733
650000,1307.7523162609095
660000,1357.820835099664
670000,1213.529984086824
680000,1309.2303853587093
690000,1344.0226596899292
700000,1355.1460116665357
710000,1403.989752928584
720000,1392.9035090660575
730000,1391.434494775456
740000,1396.1493884041297
750000,1448.7331049352154
760000,1430.3074800620852
770000,1439.3058749884633
780000,418.06084998124845
790000,1304.295605126364
800000,1380.413956773116
810000,1243.776118113157
820000,1048.2080549743987
830000,1013.6824954028682
840000,946.7703436384485
850000,981.9989268044991
860000,1209.9489404805458
870000,1385.798342341155
880000,401.426711804795
890000,1537.3072821785213
900000,1577.6162518965843
910000,50.324609686258206
920000,1642.4241243876977
930000,1643.5682029660766
940000,1638.9795763130464
950000,1639.7322243552633
960000,1648.7999873929218
970000,1638.243947305358
980000,336.1854975836859
990000,1631.3143126295208
1000000,1747.8359621400496
